CRE_id	CRE_class	Activity_max_cluster	Activity_all_cells	Specificity	max_cluster_num_rep	max_cluster_id	mean_freq_max_cluster	all_rep_act_hit	all_rep_spec_hit	is_promoter	log2FC_ATAC_cognate	av_phyloP
Lamc1_chr1_12193	devCRE	0.0815687113014096	0.028231177174106	5.35708367468493	2	unique_7	0.573066666666667	FALSE	FALSE	FALSE	0.5063322700784	0.158842
Lamc1_chr1_12201	devCRE	0.081381183819261	0.0320906100168519	4.62089934827545	2	unique_0	0.646366666666667	FALSE	FALSE	TRUE	-0.151758495653723	-0.071256
Map1b_chr13_9429	devCRE	0.233265574045053	0.0978485617195742	3.02721351482462	2	unique_7	0.604	FALSE	FALSE	FALSE	3.35776731088518	0.853554
Map1b_chr13_9436	devCRE	0.241766918206101	0.0646439434610976	7.63280160053369	2	unique_4	0.773566666666667	FALSE	FALSE	FALSE	1.24423071195129	0.167516
Map1b_chr13_9445	devCRE	0.308785973027162	0.0465919437881707	7.16398700029067	3	unique_7	0.7403	FALSE	FALSE	FALSE	0.785082802215755	1.00209
minP	promoters	0.097203268497132	0.0398296663890456	4.6801235519933	3	unique_0	0.695833333333333	FALSE	FALSE	FALSE	NA	NA
noP	promoters	0.110632576615643	0.0445214808620009	4.62045365251337	2	unique_0	0.586033333333333	FALSE	FALSE	FALSE	NA	NA
Sox17_chr1_58	devCRE	0.293247194562361	0.0542327896839412	16.5393735654885	3	unique_4	0.921533333333333	FALSE	FALSE	FALSE	4.66660053184591	-0.067508
Sox17_chr1_59	devCRE	0.0441179557337398	0.0132803805990052	5.19608186550836	1	unique_3	0.481433333333333	FALSE	FALSE	FALSE	5.82079420758972	0.034456
Sox17_chr1_60	devCRE	0.0718204381992537	0.0260561527483635	3.59531650081626	1	unique_1	0.403366666666667	FALSE	FALSE	FALSE	3.39355391755466	-0.117976
Sox17_chr1_65	devCRE	0.179161972608309	0.0303732170571444	10.9761551875984	2	unique_7	0.772933333333333	FALSE	FALSE	TRUE	0.0380169896301458	1.11183
Sox17_chr1_67	devCRE	0.152635926604254	0.0529579408248452	3.35264479283289	2	unique_0	0.6258	FALSE	FALSE	TRUE	1.63826419765756	0.5812
Sox17_chr1_68	devCRE	0.234914644132295	0.0620566334243924	72.2146002221694	2	unique_8	0.8725	FALSE	FALSE	TRUE	1.70380160729131	0.435182
Sox17_chr1_69	devCRE	0.201439535034336	0.0504033908053253	7.06606114490634	2	unique_7	0.614133333333333	FALSE	FALSE	TRUE	1.43598094879497	0.050208
Sox17_chr1_73	devCRE	0.106837743333271	0.041772185143014	5.94500751516087	2	unique_4	0.664766666666667	FALSE	FALSE	FALSE	5.06164899429225	0.123454
Sox17_chr1_77	devCRE	0.671427164100215	0.132917192905279	9.49388837126685	2	unique_4	0.800033333333333	FALSE	FALSE	FALSE	6.53809619090845	-0.159024
Sox17_chr1_78	devCRE	0.0643562472072399	0.0164614697895469	6.54781199995779	1	unique_1	0.521033333333333	FALSE	FALSE	FALSE	5.35003093951501	0.073076
Sox17_chr1_82	devCRE	0.364633321902604	0.0871955259959366	8.51649226573143	3	unique_7	0.716466666666667	FALSE	FALSE	FALSE	1.60618150485337	1.86468
Sox17_chr1_83	devCRE	0.0225238293686604	0.00517948207945622	6.14560671472231	2	unique_5	0.6391	FALSE	FALSE	FALSE	5.25590779697144	-0.071294
Sox2_chr3_2005	devCRE	0.258891317757821	0.0778688114966057	10.347902195234	3	unique_0	0.967733333333333	FALSE	FALSE	FALSE	4.83340128847628	NA
Sox2_chr3_2008	devCRE	0.206393414490961	0.0594257942979549	17.0202279954269	2	unique_0	0.868266666666667	FALSE	FALSE	FALSE	3.38166511756094	NA
Sox4_chr13_2054	devCRE	0.0626511055372853	0.0185231480813676	3.57584113128259	1	unique_1	0.544433333333333	FALSE	FALSE	FALSE	0.253786277440375	0.104976
Sox4_chr13_2057	devCRE	0.0634919194152666	0.014718408271393	13.2743606897262	2	unique_7	0.728733333333333	FALSE	FALSE	FALSE	0.940425810948139	0.152424
Sparc_chr11_7180	devCRE	0.0838683572411358	0.0179426730057308	7.11327955602713	1	unique_3	0.597433333333333	FALSE	FALSE	FALSE	-0.139710986245987	-0.031364
Sparc_chr11_7182	devCRE	0.057813059574094	0.0111021323874379	11.2946412417439	1	unique_4	0.531766666666667	FALSE	FALSE	FALSE	0.463035834297096	0.059052
Sparc_chr11_7198	devCRE	0.101538914430011	0.0343566054102484	33.2629026949762	1	unique_1	0.591166666666667	FALSE	FALSE	FALSE	3.09536210746665	0.303318
Sparc_chr11_7199	devCRE	0.0432684250983454	0.00873975231899961	23.1099192259421	1	unique_0	0.653533333333333	FALSE	FALSE	FALSE	3.69333939081261	0.131894
Sparc_chr11_7207	devCRE	0.0560500819556752	0.0199172529619104	5.80301572240509	2	unique_0	0.517866666666667	FALSE	FALSE	TRUE	4.09530981831692	-0.08637
Sparc_chr11_7210	devCRE	0.202522223493513	0.0543424644593856	4.38721245070803	1	unique_2	0.682766666666667	FALSE	FALSE	FALSE	1.25553068147259	0.40227
Sparc_chr11_7213	devCRE	0.199782244615488	0.0143847417882392	170.096374725086	2	unique_4	0.991533333333333	FALSE	FALSE	FALSE	4.97598868897686	0.04018
Sparc_chr11_7233	devCRE	0.0548979722838125	0.0135329144748571	7.43774996865677	1	unique_0	0.670433333333333	FALSE	FALSE	TRUE	0.27775144830121	-0.07695
Sparc_chr11_7243	devCRE	0.410338916620661	0.0692041960152196	8.33824608582623	1	unique_5	0.667066666666667	FALSE	FALSE	FALSE	0.717130639148424	0.794112
Tgfbi_chr13_5701	devCRE	0.0683867839520503	0.0188061495019186	4.90171475581709	1	unique_2	0.6356	FALSE	FALSE	FALSE	2.87395940426481	-0.033446
Tgfbi_chr13_5711	devCRE	0.225407148722731	0.0320421949002978	16.275778516294	1	unique_0	0.719433333333333	FALSE	FALSE	FALSE	4.07534140123129	0.261184
Tgfbi_chr13_5724	devCRE	0.250048085247659	0.0574909796864195	5.47049892864568	1	unique_2	0.7038	FALSE	FALSE	FALSE	5.3634902526528	0.67298
Tgfbi_chr13_5735	devCRE	0.423895993453114	0.0785345032939858	7.38581413427347	2	unique_4	0.7202	FALSE	FALSE	FALSE	4.40813737831599	0.012688
Tubb2b_chr13_2557	devCRE	0.0499629503647127	0.0225372933897564	5.63044075045958	1	unique_0	0.5909	FALSE	FALSE	TRUE	0.25751021681187	-0.199302
Tubb2b_chr13_2572	devCRE	0.63520795978219	0.106761645375394	11.6004111525179	2	unique_1	0.870566666666667	FALSE	FALSE	FALSE	4.40789085805175	0.5195
Tubb2b_chr13_2577	devCRE	0.260956114260462	0.0374087832274611	9.75510585087422	3	unique_7	0.739033333333333	FALSE	FALSE	TRUE	0.181660599468982	0.00929
Tubb2b_chr13_2578	devCRE	0.0791235436946246	0.0196343674758889	4.41969883675644	1	unique_2	0.4767	FALSE	FALSE	TRUE	1.92067937296736	0.042214
Tubb2b_chr13_2580	devCRE	0.180079876143859	0.0355391294091182	6.48726604603366	2	unique_7	0.7824	FALSE	FALSE	FALSE	NA	NA
Tubb2b_chr13_2583	devCRE	0.732196376110755	0.100439815882215	9.91589218391186	2	unique_7	0.802966666666667	FALSE	FALSE	FALSE	1.93510221515576	0.128222
Txndc12_chr4_7951	devCRE	0.266427111012323	0.0939523712528541	3.15115270132473	2	unique_7	0.7052	FALSE	FALSE	TRUE	-0.111300561671175	0.41922
Txndc12_chr4_7969	devCRE	0.513696872510451	0.0326871267420253	85.0028097075237	2	unique_4	0.785366666666667	FALSE	FALSE	FALSE	5.51145736353402	0.244242
Txndc12_chr4_7971	devCRE	0.219288878536785	0.0333178226014711	9.379737267476	2	unique_4	0.7901	FALSE	FALSE	FALSE	3.88145957481785	0.008384
Txndc12_chr4_7975	devCRE	0.110043256721622	0.0166172851948265	8.56185136745371	1	unique_1	0.718566666666667	FALSE	FALSE	FALSE	4.01266637137945	0.061032
