DE_gene	cluster_DE_id	log2FC_exp	log2FC_pct_exp	pct_cognate_cell_exp	log2FC_ATAC_cognate	cognate_ATAC_access	cognate_ATAC_access1	cognate_ATAC_access2	av_phyloP	distDEgene	score	nearestGene_v2	peakType	keyTF_bool	seqnames	start	end	unique_peak_id	mm_cCREs	mm_cCREs_cat	bool_mm_cCRE_oi	hg_homolog	hg_homolog_ensembl	all_reciprocal_hg_cCREs	restricted_reciprocal_hg_cCREs	gene_set	number_DA_peaks	bool_mm_cCRE	bool_dist	pct_exp	high_DE	very_high_DE	min_access	highly_accessible	high_DA	very_high_DA	moderate_deep_conservation	strong_deep_conservation	bool_ortho_hg_cCRE	bool0	bool_A1	bool_A2	bool_DA1	bool_DA2	bool_DA3	bool_num_DA_peak	bool_OR_all	n_bool_A1	n_bool_A2	n_bool_DA1	n_bool_DA2	n_bool_DA3	n_bool_OR_all
Lamb1	endo	3.05360316130055	1.90730332484632	0.874	3.20380132258759	0.000136618596319849	0.000129355932884376	0.000143005562504807	0.001322	28141	51.76339	Lamb1	Intronic	FALSE	chr12	31293436	31293936	chr12_2238	EM10D1288935, EM10D1288936	dELS, dELS	TRUE	LAMB1	ENSG00000091136			DE	9	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0	0	0	0	0	0
Lamb1	endo	3.05360316130055	1.90730332484632	0.874	2.04307256429139	0.000112206066885172	0.000104431787523643	0.000119042960792712	-0.001626	29176	49.32729	Lamb1	Intronic	FALSE	chr12	31294471	31294971	chr12_2239	EM10D1288937	dELS	TRUE	LAMB1	ENSG00000091136	EH38D4014666	EH38D4014666	DE	9	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0	0	0	0	0	0
Lamb1	endo	3.05360316130055	1.90730332484632	0.874	4.34168686011864	0.000119503970901048	0.000122873547477315	0.000116540681765945	0.256996	67674	29.83946	Dld	Intronic	FALSE	chr12	31332969	31333469	chr12_2288			FALSE	LAMB1	ENSG00000091136			DE	9	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0	0	0	0	0	0
Lamb1	endo	3.05360316130055	1.90730332484632	0.874	5.53011369371037	9.73221954723703e-05	9.44810047661648e-05	9.9820808980593e-05	1.52023	68308	20.30155	Dld	Intronic	FALSE	chr12	31333603	31334103	chr12_2289			FALSE	LAMB1	ENSG00000091136			DE	9	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0	0	0	0	0	0
Lamb1	endo	3.05360316130055	1.90730332484632	0.874	0.338148432920897	0.000199597113458184	0.000198443215010356	0.000200611880345379	0.304836	85887	71.01848	Dld	Promoter	FALSE	chr12	31351182	31351682	chr12_2296	EM10D1288986	PLS_CTCF-bound	TRUE	LAMB1	ENSG00000091136	EH38D4014586		DE	9	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0	0	0	0	0	0
Col1a2	meso	2.79787258202796	2.56428893245641	0.485	3.12962036688449	0.000111218166267246	0.000129638688090738	0.000104841831789883	0.924584	88030	30.49825	Col1a2	Distal	FALSE	chr6	4417087	4417587	chr6_65	EM10D1973534	dELS_CTCF-bound	TRUE	COL1A2	ENSG00000164692	EH38D4003430	EH38D4003430	DE	2	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	2	2
Col1a2	meso	2.79787258202796	2.56428893245641	0.485	4.44753149768268	0.000170672647162912	0.000184027189984582	0.000166049920801565	0.463094	15772	48.67792	Col1a2	Distal	FALSE	chr6	4489345	4489845	chr6_72	EM10D1973593	dELS	TRUE	COL1A2	ENSG00000164692	EH38D4003515	EH38D4003515	DE	2	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	0	0	0	0	2	2
Col1a2	meso	2.79787258202796	2.56428893245641	0.485	5.49948196637088	0.000199985150551545	0.000240718754883934	0.000185885056744179	0.494982	15255	37.85912	Col1a2	Distal	FALSE	chr6	4489862	4490362	chr6_73	EM10D1973594	dELS	TRUE	COL1A2	ENSG00000164692	EH38D4003516	EH38D4003516	DE	2	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	0	0	0	0	2	2
Col1a2	meso	2.79787258202796	2.56428893245641	0.485	2.82884869691996	0.000187909643246903	0.00017235270229461	0.000193294738191927	1.88173	0	41.013	Col1a2	Promoter	FALSE	chr6	4505312	4505812	chr6_77	EM10D1973601, EM10D1973602	PLS_CTCF-bound, PLS	TRUE	COL1A2	ENSG00000164692	EH38D4003544	EH38D4003544	DE	2	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	2	2
Col1a2	meso	2.79787258202796	2.56428893245641	0.485	3.85429758922088	0.000134085460194776	0.000105801747118054	0.000143875976259795	0.812674	55539	21.26526	Casd1	Distal	FALSE	chr6	4561158	4561658	chr6_88	EM10D1973671	dELS	TRUE	COL1A2	ENSG00000164692	EH38D4003669	EH38D4003669	DE	2	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	2	2
Col1a2	meso	2.79787258202796	2.56428893245641	0.485	-0.152476939211072	0.0001140675640743	0.000139225124739572	0.000105359177690168	1.12159	95305	49.56522	Casd1	Exonic	FALSE	chr6	4600924	4601424	chr6_93	EM10D1973692, EM10D1973693	PLS, pELS_CTCF-bound	TRUE	COL1A2	ENSG00000164692	EH38D4003707		DE	2	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	2	2
Map1b	ecto	2.75988352612771	1.27421195514528	0.907	3.35776731088518	0.000332274706768608	0.000323384201638548	0.00034538360329831	0.853554	71659	47.55301	6430562O15Rik	Intronic	FALSE	chr13	99444442	99444942	chr13_9429	EM10D1381211	dELS	TRUE	MAP1B	ENSG00000131711	EH38D3715677	EH38D3715677	DE	0	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	1	0	0	0	1
Map1b	ecto	2.75988352612771	1.27421195514528	0.907	1.24423071195129	0.000183269608993486	0.00017851399909927	0.000190281673789233	0.167516	40775	28.6701	Map1b	Intronic	FALSE	chr13	99475326	99475826	chr13_9436	EM10D1381242, EM10D1381241	dELS, dELS	TRUE	MAP1B	ENSG00000131711			DE	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	1	0	0	0	1
Map1b	ecto	2.75988352612771	1.27421195514528	0.907	0.785082802215755	0.000188236473980832	0.000163048471762985	0.000225375748975147	1.00209	1327	48.54422	Map1b	Intronic	FALSE	chr13	99514774	99515274	chr13_9445	EM10D1381285	pELS_CTCF-bound	TRUE	MAP1B	ENSG00000131711	EH38D3715580	EH38D3715580	DE	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	1	0	0	0	1
Map1b	ecto	2.75988352612771	1.27421195514528	0.907	0.401014548419991	0.000288154767539212	0.00031248462191359	0.00025228081674444	1.80683	0	69.06747	Map1b	Promoter	FALSE	chr13	99516415	99516915	chr13_9447	EM10D1381289	PLS_CTCF-bound	TRUE	MAP1B	ENSG00000131711	EH38D3715575	EH38D3715575	DE	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	0	0	0	1
Lama1	endo	2.70927398960342	3.21471292318915	0.687	6.22768832007864	0.000487372345249667	0.000477435844059847	0.000496110750610184	-0.170366	42694	172.45607	Lrrc30	Distal	FALSE	chr17	67654070	67654570	chr17_7784			FALSE	LAMA1	ENSG00000101680			DE	6	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0	1	0	0	0	1
Lama1	endo	2.70927398960342	3.21471292318915	0.687	5.04252125704151	0.000165306933413903	0.000161612419931177	0.000168555980116079	0.031096	13688	75.13091	Lama1	Distal	FALSE	chr17	67683076	67683576	chr17_7787			FALSE	LAMA1	ENSG00000101680			DE	6	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0	1	0	0	0	1
Lama1	endo	2.70927398960342	3.21471292318915	0.687	4.55458013705752	0.000311302363571533	0.000307694684163777	0.000314475046236542	0.227698	11376	107.109	Lama1	Distal	FALSE	chr17	67685388	67685888	chr17_7788			FALSE	LAMA1	ENSG00000101680			DE	6	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0	1	0	0	0	1
Lama1	endo	2.70927398960342	3.21471292318915	0.687	4.72504996849526	0.000291046318147865	0.000271231557279969	0.000308471909840317	-0.044072	2950	92.88421	Lama1	Distal	FALSE	chr17	67693814	67694314	chr17_7791	EM10D1574496	dELS	TRUE	LAMA1	ENSG00000101680			DE	6	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0	1	0	0	0	1
Lama1	endo	2.70927398960342	3.21471292318915	0.687	0.578978886841781	0.000331292739223321	0.000340986729311608	0.000322767604134618	-0.12049	0	136.76407	Lama1	Promoter	FALSE	chr17	67696954	67697454	chr17_7793	EM10D1574500	PLS_CTCF-bound	TRUE	LAMA1	ENSG00000101680	EH38D2978602	EH38D2978602	DE	6	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	0	1	0	0	0	1
Lama1	endo	2.70927398960342	3.21471292318915	0.687	4.89570980042116	0.000225356610852154	0.000218495705550759	0.000231390260978935	0.40574	4553	72.41438	Lama1	Intronic	FALSE	chr17	67701819	67702319	chr17_7799			FALSE	LAMA1	ENSG00000101680			DE	6	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0	1	0	0	0	1
Lama1	endo	2.70927398960342	3.21471292318915	0.687	3.86894935318517	9.78870322046148e-05	9.56493594046994e-05	9.98548971116202e-05	0.131192	18248	20.06277	Lama1	Intronic	FALSE	chr17	67715514	67716014	chr17_7814			FALSE	LAMA1	ENSG00000101680			DE	6	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0	1	0	0	0	1
Lama1	endo	2.70927398960342	3.21471292318915	0.687	4.76480996034621	0.000155445721678285	0.000151973400793232	0.000158499366704411	0.005488	67738	43.05774	Lama1	Intronic	FALSE	chr17	67765004	67765504	chr17_7874			FALSE	LAMA1	ENSG00000101680			DE	6	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0	1	0	0	0	1
Lama1	endo	2.70927398960342	3.21471292318915	0.687	1.68892669290944	0.000110558220028591	0.000105721486748032	0.000114811763123773	-0.089304	82437	35.38198	Lama1	Intronic	FALSE	chr17	67779703	67780203	chr17_7892	EM10D1574550	CTCF-only_CTCF-bound	FALSE	LAMA1	ENSG00000101680			DE	6	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0	1	0	0	0	1
Lama1	endo	2.70927398960342	3.21471292318915	0.687	6.36787070225233	0.000125681675970438	0.000125898094045265	0.000125491352552864	0.035802	94777	22.6891	Lama1	Intronic	FALSE	chr17	67792043	67792543	chr17_7907			FALSE	LAMA1	ENSG00000101680			DE	6	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0	1	0	0	0	1
Lamc1	endo	2.67162009345573	2.15243757471347	0.738	3.81617484994339	0.000172768407578968	0.000181744493644492	0.000164874615076655	0.632748	57714	44.49334	Lamc1	Intronic	FALSE	chr1	153274571	153275071	chr1_12127			FALSE	LAMC1	ENSG00000135862			DE	4	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0	0	0	0	0	0
Lamc1	endo	2.67162009345573	2.15243757471347	0.738	3.27304951220531	0.000105633112356735	0.000109451979749427	0.000102274705744798	0.172666	31968	26.43274	Lamc1	Intronic	FALSE	chr1	153300317	153300817	chr1_12152	EM10D1103744	dELS	TRUE	LAMC1	ENSG00000135862	EH38D2249081	EH38D2249081	DE	4	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0	0	0	0	0	0
Lamc1	endo	2.67162009345573	2.15243757471347	0.738	0.166958702672086	0.000410349129208622	0.000412522543061311	0.000408437775212061	-0.028474	46	129.98778	Lamc1	Promoter	FALSE	chr1	153332833	153333333	chr1_12175	EM10D1103795	pELS_CTCF-bound	TRUE	LAMC1	ENSG00000135862			DE	4	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0	0	0	0	0	0
Lamc1	endo	2.67162009345573	2.15243757471347	0.738	4.64928249836052	0.000125529568549485	0.000121461440411358	0.00012910718123733	0.134788	23592	33.31832	Lamc1	Distal	FALSE	chr1	153356379	153356879	chr1_12183			FALSE	LAMC1	ENSG00000135862			DE	4	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0	0	0	0	0	0
Lamc1	endo	2.67162009345573	2.15243757471347	0.738	6.10474090394084	0.000502428417757116	0.000476677328509165	0.000525074563721852	0.073834	25739	142.91426	Lamc1	Distal	FALSE	chr1	153358526	153359026	chr1_12185			FALSE	LAMC1	ENSG00000135862			DE	4	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0	0	0	0	0	0
Lamc1	endo	2.67162009345573	2.15243757471347	0.738	4.41041023736041	0.000113896998352989	0.000107591480565137	0.000119442226938545	0.140872	36173	29.83946	Lamc1	Distal	FALSE	chr1	153368960	153369460	chr1_12188			FALSE	LAMC1	ENSG00000135862			DE	4	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0	0	0	0	0	0
Lamc1	endo	2.67162009345573	2.15243757471347	0.738	1.96088013914872	0.000235790522072771	0.000229362616143891	0.000241443381822171	0.26473	43621	39.2159	E330020D12Rik	Distal	FALSE	chr1	153376408	153376908	chr1_12189	EM10D1103832, EM10D1103833	dELS, dELS	TRUE	LAMC1	ENSG00000135862			DE	4	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0	0	0	0	0	0
Lamc1	endo	2.67162009345573	2.15243757471347	0.738	0.5063322700784	0.000121961989290212	0.000125797128759454	0.000118589272610955	0.158842	53849	52.85806	E330020D12Rik	Distal	FALSE	chr1	153386636	153387136	chr1_12193	EM10D1103842	dELS_CTCF-bound	TRUE	LAMC1	ENSG00000135862			DE	4	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0	0	0	0	0	0
Lamc1	endo	2.67162009345573	2.15243757471347	0.738	-0.151758495653723	0.00013050606039772	0.000122474869610479	0.000137568888578977	-0.071256	92026	75.16869	Shcbp1l	Promoter	FALSE	chr1	153424813	153425313	chr1_12201	EM10D1103865	PLS	TRUE	LAMC1	ENSG00000135862			DE	4	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0	0	0	0	0	0
Cited2	endo	2.22983507428379	0.950031540725915	0.908	5.91154009233853	0.000380887786184916	0.000368926948685558	0.000391406443056585	0.179202	53130	116.41198	Cited2	Distal	FALSE	chr10	17669597	17670097	chr10_1239			FALSE	CITED2	ENSG00000164442			DE	3	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2	1	0	0	0	2
Cited2	endo	2.22983507428379	0.950031540725915	0.908	3.767326950358	0.000261806314992772	0.000258204794530537	0.000264973581328477	0.177784	24924	75.13091	Cited2	Distal	FALSE	chr10	17697803	17698303	chr10_1246			FALSE	CITED2	ENSG00000164442			DE	3	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2	1	0	0	0	2
Cited2	endo	2.22983507428379	0.950031540725915	0.908	5.07686215564361	0.000253409764634033	0.000254134840127687	0.000252772115278442	-0.0647	15613	95.69044	Cited2	Distal	FALSE	chr10	17707114	17707614	chr10_1248			FALSE	CITED2	ENSG00000164442			DE	3	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2	1	0	0	0	2
Cited2	endo	2.22983507428379	0.950031540725915	0.908	0.390995931488507	0.000327215763354757	0.000320275243391997	0.000333319428587497	1.43995	606	132.966	Cited2	Promoter	FALSE	chr10	17722121	17722621	chr10_1253	EM10D1138635, EM10D1138636	pELS_CTCF-bound, pELS_CTCF-bound	TRUE	CITED2	ENSG00000164442			DE	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	2	1	0	0	0	2
Cited2	endo	2.22983507428379	0.950031540725915	0.908	0.0883855633544952	0.000295814969656304	0.00028571532491093	0.000304696847502071	0.905334	0	27.96137	Cited2	Promoter	FALSE	chr10	17722963	17723463	chr10_1254	EM10D1138638	PLS_CTCF-bound	TRUE	CITED2	ENSG00000164442	EH38D3907975	EH38D3907975	DE	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	2	1	0	0	0	2
Cited2	endo	2.22983507428379	0.950031540725915	0.908	5.81501429508706	0.0001554027699756	0.000159078199958141	0.000152170505776351	0.01755	36526	35.08348	Txlnb	Distal	FALSE	chr10	17759755	17760255	chr10_1265	EM10D1138670	dELS	TRUE	CITED2	ENSG00000164442			DE	3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2	1	0	0	0	2
Cited2	endo	2.22983507428379	0.950031540725915	0.908	3.50707430899553	0.000126902303765425	0.000122403798539759	0.000130858400728262	0.134394	37960	40.80544	Txlnb	Distal	FALSE	chr10	17761189	17761689	chr10_1267			FALSE	CITED2	ENSG00000164442			DE	3	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2	1	0	0	0	2
Cited2	endo	2.22983507428379	0.950031540725915	0.908	3.85891202542461	0.000112223539068851	0.000111198742584822	0.000113124770490093	0.060698	53408	40.53864	Txlnb	Distal	FALSE	chr10	17776637	17777137	chr10_1270	EM10D1138687	dELS	TRUE	CITED2	ENSG00000164442			DE	3	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2	1	0	0	0	2
Sox4	ecto	2.22826353829248	0.692731623005829	0.91	0.783281409015966	0.000377782097316565	0.000380371545545478	0.000373964000548693	2.32032	0	114.20499	Sox4	Promoter	TRUE	chr13	28953468	28953968	chr13_2052	EM10D1343284, EM10D1343285	pELS_CTCF-bound, PLS	TRUE	SOX4	ENSG00000124766	EH38D3822871	EH38D3822871	DE	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	1	1	0	0	0	1
Sox4	ecto	2.22826353829248	0.692731623005829	0.91	0.253786277440375	0.000141547454266315	0.000148397022070129	0.000131447884635588	0.104976	4054	34.0243	Sox4	Distal	TRUE	chr13	28957737	28958237	chr13_2054	EM10D1343289	dELS_CTCF-bound	TRUE	SOX4	ENSG00000124766	EH38D3822865	EH38D3822865	DE	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	1	0	0	0	1
Sox4	ecto	2.22826353829248	0.692731623005829	0.91	-0.156874813734316	0.000180711413444674	0.000169174621308476	0.000197722214539289	0.084378	4657	41.52819	Sox4	Distal	TRUE	chr13	28958340	28958840	chr13_2055	EM10D1343290, EM10D1343291	dELS_CTCF-bound, dELS	TRUE	SOX4	ENSG00000124766			DE	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	1	0	0	0	1
Sox4	ecto	2.22826353829248	0.692731623005829	0.91	0.940425810948139	0.000165122241943568	0.000167220404298091	0.000162028537727036	0.152424	5811	44.09232	Sox4	Distal	TRUE	chr13	28959494	28959994	chr13_2057	EM10D1343294	dELS_CTCF-bound	TRUE	SOX4	ENSG00000124766	EH38D3822857, EH38D3822858	EH38D3822857, EH38D3822858	DE	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	1	0	0	0	1
Txndc12	endo	2.11006641941228	1.28222210264819	0.878	-0.111300561671175	0.000102458079149659	0.00010090335878656	0.000103825338761012	0.41922	54264	20.35411	Btf3l4	Distal	FALSE	chr4	108779913	108780413	chr4_7951	EM10D1868125, EM10D1868126	pELS_CTCF-bound, pELS_CTCF-bound	TRUE	TXNDC12	ENSG00000117862	EH38D2165469	EH38D2165469	DE	0	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	2	0	0	0	2
Txndc12	endo	2.11006641941228	1.28222210264819	0.878	0.112553254025117	0.00016887405823574	0.000170957564602621	0.00016704177111	0.605012	53714	26.6661	Btf3l4	Distal	FALSE	chr4	108780463	108780963	chr4_7952	EM10D1868127, EM10D1868128	PLS_CTCF-bound, PLS_CTCF-bound	TRUE	TXNDC12	ENSG00000117862	EH38D2165467	EH38D2165467	DE	0	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	2	0	0	0	2
Txndc12	endo	2.11006641941228	1.28222210264819	0.878	0.205694725516305	0.000294340092753832	0.000281469994856623	0.000305658375749719	0.723506	706	98.05804	Btf3l4	Promoter	FALSE	chr4	108833471	108833971	chr4_7961	EM10D1868161	PLS_CTCF-bound	TRUE	TXNDC12	ENSG00000117862	EH38D2165415	EH38D2165415	DE	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0	2	0	0	0	2
Txndc12	endo	2.11006641941228	1.28222210264819	0.878	0.433771732029666	0.00030570703556532	0.000302430760608218	0.000308588272944632	0.564936	0	112.44696	Txndc12	Promoter	FALSE	chr4	108834375	108834875	chr4_7962	EM10D1868163, EM10D1868164	pELS, PLS_CTCF-bound	TRUE	TXNDC12	ENSG00000117862	EH38D2165412	EH38D2165412	DE	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0	2	0	0	0	2
